"928116","771","1","1","100"
"927963","29830","1","1","100"
"927808","52256","1","1","100"
"927630","17737","1","1","100"
"926144","17285","2","1","50"
"925664","18136","1","1","100"
"923950","null","2","1","50"
"923225","41265","1","1","100"
"922903","45299","1","1","100"
"922510","17725","1","1","100"
"920617","34798","1","1","100"
"918590","18152","1","1","100"
"917599","17492","1","1","100"
"917224","51930","1","1","100"
"916335","null","2","1","50"
"915099","16992","1","1","100"
"914974","45299","1","1","100"
"913271","33960","1","1","100"
"91210","27865","1","1","100"
"91123","18311","1","1","100"
"910786","29474","1","1","100"
"910286","41344","1","1","100"
"90961","31178","1","1","100"
"908818","32553","1","1","100"
"908794","804","1","1","100"
"908025","33959","1","1","100"
"90763","18311","1","1","100"
"90652","46754","1","1","100"
"906285","1602","1","1","100"
"906154","35529","1","1","100"
"90530","180","1","1","100"
"904393","32553","1","1","100"
"904248","180","1","1","100"
"903622","42669","1","1","100"
"903403","32532","1","1","100"
"903149","64582","1","1","100"
"902756","18311","1","1","100"
"901044","33957","1","1","100"
"90090","51598","1","1","100"
"90073","180","1","1","100"
"900678","30718","1","1","100"
"900531","39903","1","1","100"
"898327","17492","1","1","100"
"897262","173","1","1","100"
"896766","51930","1","1","100"
"895954","33947","1","1","100"
"895882","17725","1","1","100"
"895720","null","2","1","50"
"895380","48543","1","1","100"
"894848","31582","1","1","100"
"894825","31178","1","1","100"
"893115","28218","1","1","100"
"892893","31514","2","1","50"
"890850","17665","1","1","100"
"889916","30718","1","1","100"
"889664","17265","1","1","100"
"88881","41302","1","1","100"
"888791","36756","1","1","100"
"88865","46711","1","1","100"
"88838","17687","1","1","100"
"88775","46754","1","1","100"
"88769","17451","1","1","100"
"886116","64582","1","1","100"
"884931","32553","2","1","50"
"883947","60612","1","1","100"
"883683","17659","1","1","100"
"883285","23134","2","1","50"
"883116","41265","1","1","100"
"881175","16820","1","1","100"
"878117","27865","1","1","100"
"877737","17285","1","1","100"
"877129","57926","1","1","100"
"876960","32129","1","1","100"
"87657","27865","1","1","100"
"876110","31773","1","1","100"
"875906","31514","1","1","100"
"875213","17915","1","1","100"
"875155","32167","1","1","100"
"874233","18170","1","1","100"
"873675","41302","1","1","100"
"873410","17687","1","1","100"
"873366","64582","1","1","100"
"872994","17265","1","1","100"
"872991","48543","1","1","100"
"872707","17451","1","1","100"
"872586","17494","1","1","100"
"871800","17899","1","1","100"
"871663","17725","1","1","100"
"871467","35529","1","1","100"
"870685","17265","1","1","100"
"869487","68395","1","1","100"
"869213","18199","1","1","100"
"867358","null","2","1","50"
"865030","29474","1","1","100"
"864975","45299","1","1","100"
"864032","60612","1","1","100"
"863683","17981","1","1","100"
"863465","44477","1","1","100"
"861346","44477","1","1","100"
"860965","null","5","1","20"
"860813","44316","1","1","100"
"860795","17494","1","1","100"
"859540","36756","1","1","100"
"858232","33949","1","1","100"
"858213","17265","1","1","100"
"858104","54008","1","1","100"
"855953","180","1","1","100"
"855851","18199","1","1","100"
"855820","18136","1","1","100"
"855799","32553","1","1","100"
"855787","33957","1","1","100"
"8553","18199","1","1","100"
"855043","39903","1","1","100"
"854682","48543","1","1","100"
"853743","33946","1","1","100"
"853152","null","5","1","20"
"853130","17465","1","1","100"
"852417","41265","1","1","100"
"852226","17265","1","1","100"
"851489","42669","1","1","100"
"851402","44316","1","1","100"
"850091","32129","1","1","100"
"849019","39903","1","1","100"
"848620","2109","1","1","100"
"848203","45299","1","1","100"
"848136","17494","1","1","100"
"846545","44477","2","1","50"
"845299","12478","1","1","100"
"843172","29474","1","1","100"
"843076","53023","1","1","100"
"842844","46754","1","1","100"
"842809","42081","1","1","100"
"842708","64582","1","1","100"
"841717","17659","1","1","100"
"84048","41302","1","1","100"
"839845","17899","2","1","50"
"839515","29830","1","1","100"
"839501","53717","1","1","100"
"839332","17008","1","1","100"
"837615","2109","1","1","100"
"837049","31582","1","1","100"
"836685","17725","1","1","100"
"836200","17981","1","1","100"
"835595","18311","1","1","100"
"83552","2582","1","1","100"
"835264","16820","1","1","100"
"835045","2856","1","1","100"
"834574","33947","1","1","100"
"834197","33949","1","1","100"
"834134","17981","1","1","100"
"834114","17725","1","1","100"
"83405","17259","1","1","100"
"833120","18199","1","1","100"
"832953","46479","1","1","100"
"832249","18136","1","1","100"
"831083","17915","1","1","100"
"830548","18152","1","1","100"
"829423","18232","1","1","100"
"829357","17899","1","1","100"
"828530","18136","1","1","100"
"828433","18232","1","1","100"
"827194","18170","1","1","100"
"826324","42669","1","1","100"
"824841","17465","1","1","100"
"824458","34798","1","1","100"
"823324","17687","2","1","50"
"823289","29830","1","1","100"
"823225","27865","1","1","100"
"822698","23134","2","1","50"
"822566","62016","1","1","100"
"822465","18311","1","1","100"
"821150","31582","1","1","100"
"821082","18311","1","1","100"
"820865","13803","1","1","100"
"820380","16800","1","1","100"
"817973","16820","1","1","100"
"817492","17008","1","1","100"
"816848","18311","2","1","50"
"816206","27865","1","1","100"
"815698","771","1","1","100"
"815569","42669","1","1","100"
"81473","18199","1","1","100"
"814705","23134","2","1","50"
"814523","16992","2","1","50"
"813929","47295","1","1","100"
"813216","60612","1","1","100"
"812976","18311","1","1","100"
"812612","17249","1","1","100"
"812395","17451","1","1","100"
"810335","54008","1","1","100"
"809929","28423","1","1","100"
"808086","54008","1","1","100"
"807822","17915","2","1","50"
"807177","17276","1","1","100"
"802770","53023","1","1","100"
"801631","17981","1","1","100"
"799932","32167","1","1","100"
"799363","41265","1","1","100"
"799174","52256","1","1","100"
"797343","18170","1","1","100"
"796874","33951","1","1","100"
"796222","41265","1","1","100"
"796186","1602","1","1","100"
"795404","41344","1","1","100"
"794479","39903","1","1","100"
"794246","62016","1","1","100"
"793415","18316","1","1","100"
"793255","16982","1","1","100"
"792437","33959","1","1","100"
"792237","2856","1","1","100"
"791441","51598","1","1","100"
"79143","null","2","1","50"
"791243","804","1","1","100"
"791213","18316","1","1","100"
"790309","12478","1","1","100"
"789892","17465","1","1","100"
"789671","18136","1","1","100"
"788801","17492","1","1","100"
"787692","68395","1","1","100"
"787579","17285","1","1","100"
"785398","35529","1","1","100"
"785387","17276","1","1","100"
"785104","31773","1","1","100"
"783122","17465","1","1","100"
"782066","17285","1","1","100"
"781576","31514","1","1","100"
"78145","68395","1","1","100"
"78097","57926","1","1","100"
"780072","64582","1","1","100"
"780017","35529","1","1","100"
"77940","17451","1","1","100"
"779225","42669","1","1","100"
"777895","30718","1","1","100"
"775637","42669","1","1","100"
"773236","41302","2","1","50"
"772338","null","2","1","50"
"77144","44316","1","1","100"
"77115","31178","1","1","100"
"76972","17915","1","1","100"
"768556","53485","1","1","100"
"767706","null","2","1","50"
"76668","18152","1","1","100"
"766391","31514","1","1","100"
"765991","16982","1","1","100"
"764529","53485","1","1","100"
"764445","53717","1","1","100"
"763889","17265","1","1","100"
"76278","17515","1","1","100"
"762520","180","1","1","100"
"759647","62016","1","1","100"
"757885","48543","1","1","100"
"757367","31178","1","1","100"
"75534","50188","1","1","100"
"752834","17725","1","1","100"
"75221","41302","1","1","100"
"751716","2856","1","1","100"
"751456","33946","1","1","100"
"749583","180","1","1","100"
"749428","17981","1","1","100"
"7493","16800","1","1","100"
"748938","33959","1","1","100"
"748267","33951","1","1","100"
"745038","46754","1","1","100"
"744966","17465","1","1","100"
"744918","28218","1","1","100"
"744379","41344","1","1","100"
"743923","41302","1","1","100"
"742783","41265","2","1","50"
"742573","29474","1","1","100"
"741545","42669","1","1","100"
"741424","41344","1","1","100"
"739176","12478","1","1","100"
"738783","57926","2","1","50"
"737745","44316","1","1","100"
"736872","17465","1","1","100"
"734783","30718","1","1","100"
"734019","31773","1","1","100"
"733821","27865","1","1","100"
"73358","54008","1","1","100"
"733177","36756","1","1","100"
"731597","35529","1","1","100"
"73131","41302","1","1","100"
"731185","33957","1","1","100"
"730173","31582","1","1","100"
"727562","18170","1","1","100"
"726166","17451","1","1","100"
"726121","17737","2","1","50"
"723938","41302","1","1","100"
"723705","44477","1","1","100"
"72347","28200","1","1","100"
"722712","29474","1","1","100"
"722264","31773","1","1","100"
"721918","29830","1","1","100"
"721847","16992","1","1","100"
"721139","17285","1","1","100"
"720950","17259","1","1","100"
"720378","16982","1","1","100"
"720157","29830","1","1","100"
"720052","31178","1","1","100"
"719983","17259","1","1","100"
"719449","45028","1","1","100"
"719216","33960","1","1","100"
"716058","31773","1","1","100"
"715804","1602","1","1","100"
"715315","33959","1","1","100"
"714383","17981","1","1","100"
"712835","62016","1","1","100"
"71173","17899","1","1","100"
"711428","46754","1","1","100"
"711186","null","2","1","50"
"710725","46754","1","1","100"
"709961","1602","1","1","100"
"709854","39903","1","1","100"
"709574","48543","1","1","100"
"709544","17259","1","1","100"
"708591","51598","1","1","100"
"707653","27865","1","1","100"
"707073","16992","1","1","100"
"70573","27865","1","1","100"
"703615","64582","1","1","100"
"702873","51598","1","1","100"
"700910","27865","1","1","100"
"700695","57926","1","1","100"
"700545","17915","2","1","50"
"700130","41265","1","1","100"
"699776","17249","1","1","100"
"699565","17981","1","1","100"
"699156","16992","1","1","100"
"698664","33958","2","1","50"
"697642","16800","1","1","100"
"697082","53717","1","1","100"
"696373","804","1","1","100"
"694164","12478","1","1","100"
"69087","18152","1","1","100"
"690368","17276","1","1","100"
"6901","45299","1","1","100"
"689652","28218","1","1","100"
"688982","17276","1","1","100"
"688960","23252","1","1","100"
"68895","18152","1","1","100"
"688628","27865","1","1","100"
"68788","46754","1","1","100"
"684786","13803","1","1","100"
"684390","17515","1","1","100"
"683944","18316","1","1","100"
"682918","17515","1","1","100"
"681876","44477","1","1","100"
"681138","28200","2","1","50"
"680650","46711","1","1","100"
"676114","18232","1","1","100"
"675916","16800","1","1","100"
"669","18170","1","1","100"
"661688","51930","1","1","100"
"661562","31514","1","1","100"
"661366","32129","1","1","100"
"659068","35110","1","1","100"
"658728","18232","1","1","100"
"658180","23134","1","1","100"
"65646","1602","1","1","100"
"6557","51930","1","1","100"
"65402","18311","1","1","100"
"653956","53023","1","1","100"
"653570","35110","1","1","100"
"652350","18232","1","1","100"
"651380","17265","1","1","100"
"648552","1602","1","1","100"
"647794","46711","2","1","50"
"647734","18311","1","1","100"
"645244","17665","1","1","100"
"644636","27865","1","1","100"
"644132","17915","1","1","100"
"641110","35110","1","1","100"
"641008","51930","1","1","100"
"64003","45299","1","1","100"
"639260","54008","1","1","100"
"638500","31773","1","1","100"
"637226","27865","1","1","100"
"634916","17265","1","1","100"
"633914","17100","1","1","100"
"633464","33958","1","1","100"
"633234","46754","1","1","100"
"631952","16982","1","1","100"
"631868","17285","1","1","100"
"626766","2109","1","1","100"
"626752","17725","1","1","100"
"62645","17492","1","1","100"
"625268","33960","1","1","100"
"625014","42669","1","1","100"
"623756","33946","1","1","100"
"621152","804","1","1","100"
"621028","46711","1","1","100"
"620460","41302","1","1","100"
"619802","46754","1","1","100"
"616342","51598","1","1","100"
"615254","18152","1","1","100"
"614120","51930","1","1","100"
"612518","29474","1","1","100"
"61203","64582","1","1","100"
"611960","42081","1","1","100"
"610830","17465","1","1","100"
"608892","27865","1","1","100"
"608","17515","1","1","100"
"60756","18311","1","1","100"
"6066","null","7","1","14.29"
"601806","17725","1","1","100"
"6006","17515","1","1","100"
"599500","17915","1","1","100"
"59910","18199","1","1","100"
"59800","53485","1","1","100"
"596810","17276","1","1","100"
"596434","23252","1","1","100"
"59444","16982","1","1","100"
"59413","17265","1","1","100"
"593228","16992","1","1","100"
"592800","18199","1","1","100"
"590378","68395","1","1","100"
"590006","27865","1","1","100"
"588556","17665","1","1","100"
"584422","17725","1","1","100"
"581376","18311","1","1","100"
"579492","31773","1","1","100"
"579488","28200","1","1","100"
"578618","46711","1","1","100"
"578030","12478","1","1","100"
"575380","804","1","1","100"
"57486","17100","1","1","100"
"573538","17265","1","1","100"
"572482","47295","1","1","100"
"569076","54008","1","1","100"
"566230","18170","1","1","100"
"565486","42081","1","1","100"
"5640","68395","1","1","100"
"56034","17915","1","1","100"
"56020","30718","1","1","100"
"558212","68395","1","1","100"
"55510","44316","1","1","100"
"549120","31773","1","1","100"
"549102","42669","1","1","100"
"545048","54008","1","1","100"
"544812","17725","1","1","100"
"544536","17100","1","1","100"
"544234","53023","1","1","100"
"54208","18316","1","1","100"
"540352","23252","1","1","100"
"539938","17981","1","1","100"
"539878","17725","2","1","50"
"539752","31773","1","1","100"
"53853","18232","1","1","100"
"537544","12478","1","1","100"
"537164","31773","1","1","100"
"536948","16820","1","1","100"
"536268","17665","1","1","100"
"535998","18311","1","1","100"
"535180","null","2","1","50"
"535124","18311","1","1","100"
"534140","17725","1","1","100"
"533788","31514","1","1","100"
"53286","46754","1","1","100"
"53251","null","2","1","50"
"531892","33960","1","1","100"
"531688","804","1","1","100"
"529986","32553","1","1","100"
"529158","null","2","1","50"
"528938","null","2","1","50"
"528914","36756","1","1","100"
"527024","1602","2","1","50"
"526992","1602","1","1","100"
"525040","771","1","1","100"
"524906","2582","1","1","100"
"524794","33958","1","1","100"
"524790","33946","1","1","100"
"523748","17981","1","1","100"
"522888","45299","1","1","100"
"52277","41302","1","1","100"
"52270","771","1","1","100"
"52229","51598","1","1","100"
"521412","33958","1","1","100"
"52113","44316","1","1","100"
"518610","27865","1","1","100"
"518554","30718","1","1","100"
"516238","53023","1","1","100"
"516188","17981","1","1","100"
"515306","180","1","1","100"
"513700","31178","1","1","100"
"513654","18232","1","1","100"
"513440","771","1","1","100"
"512984","48543","1","1","100"
"511050","17515","1","1","100"
"509942","18170","1","1","100"
"508764","17276","1","1","100"
"508516","46754","1","1","100"
"508112","17981","1","1","100"
"507654","18136","1","1","100"
"506254","33960","1","1","100"
"505172","804","1","1","100"
"503822","32553","1","1","100"
"503088","50188","2","1","50"
"500972","180","1","1","100"
"49945","46711","1","1","100"
"496422","28218","1","1","100"
"493054","46711","1","1","100"
"490176","44316","1","1","100"
"48927","16800","1","1","100"
"488818","1602","1","1","100"
"488136","46479","1","1","100"
"487756","51930","1","1","100"
"487712","17259","1","1","100"
"487548","18152","1","1","100"
"487312","41265","1","1","100"
"486554","33947","1","1","100"
"486158","18311","1","1","100"
"485860","46711","1","1","100"
"485814","32167","1","1","100"
"485772","53485","1","1","100"
"4852","17665","1","1","100"
"48357","31178","1","1","100"
"479712","18232","1","1","100"
"477328","33951","1","1","100"
"47675","30718","1","1","100"
"476050","45299","1","1","100"
"475479","17515","1","1","100"
"474695","46754","1","1","100"
"474458","17687","1","1","100"
"474202","32532","1","1","100"
"473899","18316","1","1","100"
"473223","17626","1","1","100"
"472955","2582","1","1","100"
"471651","33949","1","1","100"
"471266","68395","1","1","100"
"470716","33957","1","1","100"
"470440","29830","1","1","100"
"470213","180","2","1","50"
"469656","18170","1","1","100"
"469009","18232","1","1","100"
"468738","28200","1","1","100"
"468240","23134","1","1","100"
"467930","39903","1","1","100"
"467364","16982","1","1","100"
"467182","46711","1","1","100"
"466320","27865","1","1","100"
"465782","2582","1","1","100"
"464996","17265","1","1","100"
"464578","16820","1","1","100"
"463787","18311","1","1","100"
"463720","17981","1","1","100"
"463576","31514","1","1","100"
"463260","64582","1","1","100"
"462853","32167","1","1","100"
"462796","30718","1","1","100"
"462582","17626","1","1","100"
"461499","17687","1","1","100"
"456739","17276","1","1","100"
"456133","2582","1","1","100"
"45388","18199","2","1","50"
"453857","16820","1","1","100"
"453419","null","2","1","50"
"453383","33947","1","1","100"
"453271","17515","1","1","100"
"45150","47295","1","1","100"
"451439","64582","1","1","100"
"450511","51598","1","1","100"
"449467","804","1","1","100"
"449009","17626","1","1","100"
"448599","18232","1","1","100"
"447315","30718","1","1","100"
"446509","2109","1","1","100"
"445897","27865","1","1","100"
"44412","32129","1","1","100"
"443473","null","10","1","10"
"443141","57926","1","1","100"
"443031","17515","1","1","100"
"442151","2582","1","1","100"
"441437","54008","1","1","100"
"441199","12478","1","1","100"
"439683","33959","1","1","100"
"439177","17981","1","1","100"
"435899","16992","1","1","100"
"434307","42081","1","1","100"
"433743","32553","1","1","100"
"433035","33946","1","1","100"
"432063","33957","2","1","50"
"431009","2109","1","1","100"
"430813","2856","2","1","50"
"428519","17515","1","1","100"
"428473","31582","1","1","100"
"427959","18199","1","1","100"
"427904","17981","1","1","100"
"42777","17687","1","1","100"
"427580","null","2","1","50"
"427560","39903","1","1","100"
"427413","27865","1","1","100"
"426902","54008","1","1","100"
"426805","17687","1","1","100"
"426596","68395","1","1","100"
"426581","16800","2","1","50"
"426553","17285","1","1","100"
"426491","17725","1","1","100"
"426479","804","1","1","100"
"426425","17665","1","1","100"
"426309","50188","1","1","100"
"426290","39903","1","1","100"
"426203","17665","1","1","100"
"425942","64582","1","1","100"
"42589","17276","2","1","50"
"425798","31773","1","1","100"
"425743","44316","1","1","100"
"425680","62016","1","1","100"
"425609","30718","1","1","100"
"425554","17659","1","1","100"
"425336","44477","1","1","100"
"425204","17285","1","1","100"
"425191","51598","1","1","100"
"425150","17492","1","1","100"
"425111","44316","1","1","100"
"42505","27865","2","1","50"
"425047","17981","1","1","100"
"424849","17249","1","1","100"
"424637","16800","1","1","100"
"424483","32532","1","1","100"
"424393","16982","2","1","50"
"424181","47295","1","1","100"
"424092","32532","1","1","100"
"424069","28200","1","1","100"
"423918","17626","1","1","100"
"423430","31178","2","1","50"
"422790","28200","1","1","100"
"422780","51930","1","1","100"
"422648","17981","1","1","100"
"422459","51598","1","1","100"
"422431","2109","1","1","100"
"422413","44316","1","1","100"
"422383","35529","1","1","100"
"422096","18199","1","1","100"
"421915","42081","1","1","100"
"421710","32532","1","1","100"
"421293","17492","1","1","100"
"421244","62016","1","1","100"
"421187","35110","1","1","100"
"420975","41265","1","1","100"
"420579","46754","1","1","100"
"420332","16800","1","1","100"
"420244","62016","2","1","50"
"420234","28200","2","1","50"
"420075","180","1","1","100"
"419864","17285","1","1","100"
"419832","12478","1","1","100"
"419761","17725","1","1","100"
"419535","2109","1","1","100"
"419524","33947","1","1","100"
"419307","42669","1","1","100"
"419287","62016","1","1","100"
"419120","32532","1","1","100"
"418969","18164","1","1","100"
"418964","18311","1","1","100"
"418926","27865","1","1","100"
"418774","804","1","1","100"
"418756","29830","1","1","100"
"418669","18199","2","1","50"
"418198","33959","1","1","100"
"417835","16982","1","1","100"
"417579","17725","1","1","100"
"417111","35110","2","1","50"
"416812","17515","1","1","100"
"416708","41302","1","1","100"
"416431","18164","1","1","100"
"416410","17285","2","1","50"
"41641","18311","1","1","100"
"416407","18199","1","1","100"
"415928","32532","1","1","100"
"415802","42081","1","1","100"
"415787","804","1","1","100"
"415778","46754","1","1","100"
"41569","42081","1","1","100"
"415540","17725","1","1","100"
"415487","64582","1","1","100"
"415185","28200","1","1","100"
"415066","31178","1","1","100"
"414856","33946","1","1","100"
"414733","54008","1","1","100"
"414729","51598","1","1","100"
"414363","17515","1","1","100"
"414256","30718","1","1","100"
"414165","2109","1","1","100"
"414007","16982","1","1","100"
"413684","46711","1","1","100"
"413522","42081","1","1","100"
"413432","42669","1","1","100"
"413278","18311","1","1","100"
"413038","180","1","1","100"
"412717","44316","1","1","100"
"412440","57926","1","1","100"
"412383","54008","1","1","100"
"412163","46711","1","1","100"
"412071","50188","1","1","100"
"411989","18170","1","1","100"
"411898","17626","2","1","50"
"411869","17515","1","1","100"
"411865","27865","1","1","100"
"41168","31514","1","1","100"
"411667","17981","1","1","100"
"411653","41302","1","1","100"
"411559","16992","1","1","100"
"411457","57926","1","1","100"
"411411","17276","1","1","100"
"411404","35529","1","1","100"
"411216","17515","1","1","100"
"411169","30718","1","1","100"
"410988","31178","1","1","100"
"410956","42669","1","1","100"
"410946","18311","1","1","100"
"410914","18311","1","1","100"
"409762","17515","1","1","100"
"409480","null","3","1","33.33"
"409413","null","4","1","25"
"409309","28423","1","1","100"
"408838","32532","1","1","100"
"408391","42669","1","1","100"
"408387","1602","1","1","100"
"408332","31773","1","1","100"
"408151","32532","1","1","100"
"408141","27865","1","1","100"
"408059","17285","1","1","100"
"408039","53023","1","1","100"
"407532","173","1","1","100"
"407345","44316","1","1","100"
"407190","31773","1","1","100"
"406509","18311","1","1","100"
"406036","1602","1","1","100"
"405666","12478","1","1","100"
"405514","39903","1","1","100"
"405424","57926","1","1","100"
"405397","12478","1","1","100"
"405295","18199","1","1","100"
"40510","28423","1","1","100"
"404788","27865","1","1","100"
"404732","29830","1","1","100"
"404718","17265","1","1","100"
"404599","16992","1","1","100"
"404569","46754","1","1","100"
"404537","41302","1","1","100"
"404332","16800","1","1","100"
"40426","35110","1","1","100"
"404170","41302","1","1","100"
"404162","17626","1","1","100"
"403745","17665","1","1","100"
"403556","17249","1","1","100"
"403541","64582","1","1","100"
"403310","41302","1","1","100"
"403293","17725","1","1","100"
"403238","17915","1","1","100"
"402635","35529","2","1","50"
"402534","18232","1","1","100"
"402461","28200","1","1","100"
"402305","45299","1","1","100"
"402291","28200","1","1","100"
"402178","null","2","1","50"
"401943","46754","1","1","100"
"401710","51598","1","1","100"
"401041","42669","1","1","100"
"401036","null","2","1","50"
"400910","51598","1","1","100"
"400699","2582","1","1","100"
"400442","18170","1","1","100"
"400416","33951","1","1","100"
"400387","17981","1","1","100"
"398934","34798","1","1","100"
"39845","32532","1","1","100"
"398142","33959","1","1","100"
"397615","41344","1","1","100"
"397210","17659","1","1","100"
"397169","13803","1","1","100"
"396087","35110","1","1","100"
"39540","68395","1","1","100"
"393287","53023","1","1","100"
"392571","30718","1","1","100"
"392501","35529","1","1","100"
"392497","53485","1","1","100"
"392484","18311","2","1","50"
"391819","17451","1","1","100"
"391763","44316","1","1","100"
"391703","17265","1","1","100"
